latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,daynight,brightness,frp,log_frp,delta_brightness,confidence_enc,land_use_type,distance_to_industrial,historical_frequency,time_of_day,season,month,category
8.49225,80.81834,353.12,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,310.05,D,353.12,11.16,2.498151876538021,43.07,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
8.49889,80.81732,341.45,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.32,D,341.45,4.41,1.6882490928583902,34.13,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.277,78.39668,334.35,0.69,0.74,2026-08-28,724,N,VIIRS,n,2.0NRT,290.53,D,334.35,6.4,2.0014800002101243,43.82,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.27714,78.39496,335.92,0.69,0.74,2026-08-28,724,N,VIIRS,n,2.0NRT,290.19,D,335.92,4.62,1.7263316639055997,45.73,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.27846,78.39858,336.74,0.57,0.69,2026-08-28,905,N,VIIRS,n,2.0NRT,293.77,D,336.74,6.18,1.9712993830601329,42.97,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.15121,78.32916,331.35,0.43,0.38,2026-08-30,828,N,VIIRS,n,2.0NRT,293.35,D,331.35,1.56,0.9400072584914712,38.0,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.17741,78.13036,346.2,0.43,0.38,2026-08-31,807,N,VIIRS,n,2.0NRT,304.75,D,346.2,6.86,2.061786606441115,41.45,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.13009,77.84245,341.07,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.5,D,341.07,4.92,1.7783364488959144,44.57,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.1307,77.84574,335.59,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.02,D,335.59,4.28,1.6639260977181702,39.57,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.13252,77.84334,338.51,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.56,D,338.51,3.68,1.5432981099295553,41.95,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.49335,77.62408,304.15,0.47,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,283.83,N,304.15,0.45,0.37156355643248307,20.32,1,unknown,50000.0,1,Evening,Monsoon,8,Agricultural Burning
9.49338,77.62221,302.0,0.47,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,281.79,N,302.0,0.44,0.3646431135879093,20.21,1,unknown,50000.0,1,Evening,Monsoon,8,Agricultural Burning
9.33079,77.52433,334.37,0.5,0.66,2026-08-28,905,N,VIIRS,n,2.0NRT,297.58,D,334.37,4.97,1.7867469274045107,36.79,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.33131,77.52667,334.29,0.5,0.66,2026-08-28,905,N,VIIRS,n,2.0NRT,297.26,D,334.29,1.72,1.000631880307906,37.03,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.4159,77.509,332.41,0.5,0.66,2026-08-28,905,N,VIIRS,n,2.0NRT,296.85,D,332.41,1.46,0.9001613499442714,35.56,1,unknown,50000.0,1,Morning,Monsoon,8,Wildfire Risk
9.41621,77.50993,334.29,0.5,0.66,2026-08-28,905,N,VIIRS,n,2.0NRT,297.25,D,334.29,2.78,1.3297240096314962,37.04,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.11369,77.77237,334.29,0.41,0.37,2026-08-30,828,N,VIIRS,n,2.0NRT,298.66,D,334.29,1.37,0.8628899551470398,35.63,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.44417,77.66956,357.05,0.41,0.37,2026-08-30,828,N,VIIRS,n,2.0NRT,290.55,D,357.05,5.42,1.8594181177018698,66.5,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.44472,77.67329,339.12,0.41,0.37,2026-08-30,828,N,VIIRS,n,2.0NRT,287.31,D,339.12,5.42,1.8594181177018698,51.81,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.49209,77.66238,342.98,0.41,0.37,2026-08-30,828,N,VIIRS,n,2.0NRT,299.79,D,342.98,7.59,2.150598735996164,43.19,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
9.02789,77.86799,345.65,0.45,0.39,2026-08-31,807,N,VIIRS,n,2.0NRT,311.04,D,345.65,11.75,2.545531271604435,34.61,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
9.22821,77.66577,339.43,0.45,0.39,2026-08-31,807,N,VIIRS,l,2.0NRT,303.45,D,339.43,16.19,2.844327819394758,35.98,0,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
9.20093,77.46384,331.96,0.38,0.59,2026-08-27,744,N,VIIRS,n,2.0NRT,295.68,D,331.96,1.61,0.959350221334602,36.28,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.32007,77.4914,333.17,0.4,0.37,2026-08-30,828,N,VIIRS,n,2.0NRT,290.35,D,333.17,2.53,1.2612978709452054,42.82,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.30457,78.81348,334.81,0.62,0.54,2026-08-27,744,N,VIIRS,n,2.0NRT,296.26,D,334.81,0.98,0.6830968447064438,38.55,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.30486,78.81577,336.81,0.62,0.54,2026-08-27,744,N,VIIRS,n,2.0NRT,296.38,D,336.81,6.54,2.020222182019865,40.43,1,unknown,50000.0,0,Morning,Monsoon,8,Industrial (Normal)
9.47052,78.63935,342.36,0.41,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,300.43,D,342.36,5.55,1.8794650496471605,41.93,0,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
8.66278,81.14859,330.04,0.46,0.64,2026-08-28,724,N,VIIRS,n,2.0NRT,287.35,D,330.04,2.39,1.220829921392359,42.69,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
8.86712,81.02701,309.61,0.78,0.78,2026-08-30,1921,N,VIIRS,n,2.0NRT,287.51,N,309.61,1.75,1.0116009116784799,22.1,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
8.86843,81.02491,316.5,0.78,0.78,2026-08-30,1921,N,VIIRS,n,2.0NRT,287.9,N,316.5,2.71,1.3110318766193438,28.6,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
8.61921,81.14049,350.21,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,312.03,D,350.21,9.6,2.3608540011180215,38.18,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
8.68129,81.15162,341.5,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,311.49,D,341.5,6.41,2.0028304393079956,30.01,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.4147,80.41617,330.97,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.31,D,330.97,2.19,1.1600209167967532,35.66,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.42552,80.37328,340.3,0.49,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.98,D,340.3,7.33,2.1198634561787513,44.32,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.45494,80.49021,344.21,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.5,D,344.21,5.54,1.8779371654691073,48.71,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.38294,80.44886,345.5,0.38,0.58,2026-08-29,845,N,VIIRS,n,2.0NRT,283.23,D,345.5,5.38,1.8531680973566984,62.27,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.38339,80.4523,329.01,0.38,0.58,2026-08-29,845,N,VIIRS,n,2.0NRT,282.56,D,329.01,4.82,1.7613002617433464,46.45,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
9.41203,80.44762,328.29,0.38,0.59,2026-08-29,845,N,VIIRS,n,2.0NRT,287.77,D,328.29,3.19,1.4327007339340463,40.52,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.41747,80.44695,343.39,0.38,0.59,2026-08-29,845,N,VIIRS,n,2.0NRT,286.81,D,343.39,3.19,1.4327007339340463,56.58,1,unknown,50000.0,0,Morning,Monsoon,8,Agricultural Burning
9.40266,80.43048,328.22,0.55,0.43,2026-08-30,828,N,VIIRS,n,2.0NRT,295.28,D,328.22,4.05,1.6193882432872684,32.94,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.42778,80.38101,331.15,0.55,0.42,2026-08-30,828,N,VIIRS,n,2.0NRT,292.84,D,331.15,1.83,1.0402767116551463,38.31,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.04133,80.45132,367.0,0.38,0.36,2026-08-31,807,N,VIIRS,h,2.0NRT,312.33,D,367.0,19.68,3.0291670496402285,54.67,2,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
9.17411,80.12911,332.22,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.33,D,332.22,2.97,1.3787660946990992,25.89,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.18498,80.30385,347.17,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,313.38,D,347.17,6.16,1.9685099809725544,33.79,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.39429,80.28052,338.13,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.48,D,338.13,3.06,1.4011829736136414,31.65,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.41306,80.4028,353.54,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.32,D,353.54,5.73,1.9065751436566365,46.22,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.41691,80.40578,332.41,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.93,D,332.41,5.73,1.9065751436566365,28.48,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.13851,80.74121,330.75,0.46,0.47,2026-08-27,744,N,VIIRS,n,2.0NRT,296.36,D,330.75,5.95,1.9387416595767009,34.39,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.38627,80.50593,341.96,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,296.78,D,341.96,3.62,1.5303947050936475,45.18,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.11122,80.50833,339.2,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.26,D,339.2,5.42,1.8594181177018698,28.94,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.19589,80.66298,337.37,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.9,D,337.37,1.84,1.0438040521731147,27.47,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.26766,80.71529,340.77,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.73,D,340.77,6.53,2.018895041811802,33.04,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.28584,80.72318,340.11,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.2,D,340.11,3.86,1.5810384379124023,33.91,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.90981,78.52617,339.05,0.41,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,304.96,D,339.05,4.17,1.6428726885203377,34.09,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.91843,77.93557,335.55,0.35,0.56,2026-08-27,744,N,VIIRS,n,2.0NRT,294.03,D,335.55,2.57,1.2725655957915476,41.52,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.50563,77.60714,335.3,0.49,0.48,2026-08-29,845,N,VIIRS,n,2.0NRT,295.79,D,335.3,4.45,1.6956156086751528,39.51,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.75551,77.517,308.74,0.66,0.73,2026-08-29,1940,N,VIIRS,n,2.0NRT,282.3,N,308.74,1.86,1.0508216248317612,26.44,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
9.75605,77.51919,313.12,0.66,0.73,2026-08-29,1940,N,VIIRS,n,2.0NRT,282.92,N,313.12,1.18,0.7793248768009976,30.2,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
9.75523,77.51794,313.52,0.6,0.7,2026-08-29,2123,N,VIIRS,n,2.0NRT,288.15,N,313.52,2.38,1.2178757094949273,25.37,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
9.8061,77.88528,340.12,0.44,0.38,2026-08-31,807,N,VIIRS,l,2.0NRT,312.07,D,340.12,7.57,2.1482677326096886,28.05,0,unknown,50000.0,1,Morning,Monsoon,8,Anomaly/Unclassified
9.80675,77.88925,344.35,0.44,0.38,2026-08-31,807,N,VIIRS,l,2.0NRT,314.76,D,344.35,7.57,2.1482677326096886,29.59,0,unknown,50000.0,1,Morning,Monsoon,8,Wildfire Risk
9.82619,77.39869,331.44,0.4,0.37,2026-08-30,828,N,VIIRS,l,2.0NRT,303.27,D,331.44,1.05,0.7178397931503169,28.17,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.67002,77.45597,297.92,0.57,0.52,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.12,N,297.92,0.77,0.5709795465857378,19.8,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
9.98556,77.43252,336.54,0.46,0.39,2026-08-31,807,N,VIIRS,l,2.0NRT,304.75,D,336.54,5.73,1.9065751436566365,31.79,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.51278,78.066,343.56,0.42,0.38,2026-08-30,828,N,VIIRS,n,2.0NRT,303.22,D,343.56,10.29,2.4239173781615704,40.34,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
9.86126,78.18573,338.34,0.43,0.38,2026-08-30,828,N,VIIRS,n,2.0NRT,303.91,D,338.34,4.18,1.6448050562713916,34.43,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.87797,78.03197,336.6,0.42,0.38,2026-08-30,828,N,VIIRS,n,2.0NRT,294.37,D,336.6,1.97,1.0885619528146082,42.23,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.77185,78.36581,340.43,0.42,0.38,2026-08-31,807,N,VIIRS,n,2.0NRT,303.44,D,340.43,3.64,1.534714366238164,36.99,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
9.9931,79.18903,333.06,0.57,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,295.75,D,333.06,1.7,0.9932517730102833,37.31,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
10.00316,76.4542,333.81,0.39,0.36,2026-08-30,828,N,VIIRS,n,2.0NRT,298.59,D,333.81,0.94,0.6626879730752367,35.22,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
10.87787,77.24078,330.18,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,295.55,D,330.18,3.26,1.449269160281279,34.63,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
10.61728,77.41994,301.09,0.33,0.55,2026-08-28,2000,N,VIIRS,n,2.0NRT,284.85,N,301.09,0.23,0.20701416938432615,16.24,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
10.28012,78.98431,339.64,0.58,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,296.95,D,339.64,7.07,2.0881534822818573,42.69,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
10.93459,78.47301,337.47,0.58,0.52,2026-08-29,845,N,VIIRS,n,2.0NRT,299.46,D,337.47,5.59,1.8855533485144158,38.01,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
10.93793,78.46664,321.14,0.59,0.7,2026-08-29,1940,N,VIIRS,n,2.0NRT,278.39,N,321.14,1.99,1.095273387402595,42.75,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
10.94446,78.46751,302.27,0.59,0.7,2026-08-29,1940,N,VIIRS,n,2.0NRT,277.97,N,302.27,1.99,1.095273387402595,24.3,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
10.94256,78.46865,309.17,0.65,0.73,2026-08-29,2123,N,VIIRS,n,2.0NRT,288.02,N,309.17,2.26,1.1817271953786161,21.15,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
10.02469,78.36389,334.84,0.32,0.55,2026-08-27,744,N,VIIRS,n,2.0NRT,295.39,D,334.84,2.55,1.2669476034873244,39.45,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
10.14528,78.35623,306.72,0.44,0.38,2026-08-27,2017,N,VIIRS,n,2.0NRT,293.87,N,306.72,0.73,0.5481214085096876,12.85,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
10.99141,78.89906,338.6,0.57,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,298.76,D,338.6,10.52,2.444084655267745,39.84,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
11.10949,77.76649,309.44,0.48,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,292.92,N,309.44,1.12,0.7514160886839212,16.52,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
11.17704,79.08945,307.88,0.42,0.38,2026-08-27,2017,N,VIIRS,n,2.0NRT,291.52,N,307.88,1.27,0.8197798314933114,16.36,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
11.18222,79.10208,304.71,0.42,0.38,2026-08-27,2017,N,VIIRS,n,2.0NRT,290.78,N,304.71,2.06,1.1184149159642893,13.93,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
11.81603,77.91864,320.62,0.48,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,290.36,N,320.62,2.43,1.2325602611778486,30.26,1,unknown,50000.0,1,Evening,Monsoon,8,Agricultural Burning
11.81781,77.91653,311.73,0.48,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,289.98,N,311.73,2.88,1.355835153635182,21.75,1,unknown,50000.0,1,Evening,Monsoon,8,Agricultural Burning
11.73493,77.98431,331.16,0.42,0.37,2026-08-31,809,N,VIIRS,n,2.0NRT,299.52,D,331.16,3.07,1.4036429994545037,31.64,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
11.80935,77.92519,331.34,0.42,0.38,2026-08-31,809,N,VIIRS,l,2.0NRT,292.97,D,331.34,2.83,1.3428648031925547,38.37,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
11.26739,80.00417,312.59,0.4,0.37,2026-08-27,2017,N,VIIRS,n,2.0NRT,289.69,N,312.59,1.56,0.9400072584914712,22.9,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
11.80984,77.21425,335.6,0.41,0.37,2026-08-30,828,N,VIIRS,n,2.0NRT,301.41,D,335.6,61.33,4.132442850820759,34.19,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
11.52704,77.24921,330.49,0.45,0.39,2026-08-31,809,N,VIIRS,l,2.0NRT,299.28,D,330.49,3.56,1.5173226235262949,31.21,0,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
11.52934,77.24984,332.74,0.45,0.39,2026-08-31,809,N,VIIRS,n,2.0NRT,298.98,D,332.74,4.63,1.728109442151599,33.76,1,unknown,50000.0,1,Morning,Monsoon,8,Agricultural Burning
11.62862,78.61463,331.27,0.4,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,298.12,D,331.27,4.3,1.667706820558076,33.15,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
11.69187,79.39234,332.69,0.52,0.5,2026-08-27,744,N,VIIRS,n,2.0NRT,295.48,D,332.69,1.98,1.091923300517313,37.21,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
11.62482,79.08276,304.91,0.34,0.56,2026-08-30,2101,N,VIIRS,n,2.0NRT,283.7,N,304.91,0.94,0.6626879730752367,21.21,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
12.48661,76.3177,336.89,0.39,0.37,2026-08-30,828,N,VIIRS,n,2.0NRT,298.79,D,336.89,3.61,1.528227857008557,38.1,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
12.07226,78.52171,302.25,0.63,0.72,2026-08-29,2121,N,VIIRS,n,2.0NRT,284.22,N,302.25,1.07,0.7275486072772778,18.03,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
11.74922,79.71774,333.73,0.36,0.58,2026-08-29,845,N,VIIRS,n,2.0NRT,294.78,D,333.73,2.57,1.2725655957915476,38.95,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
11.83292,79.64937,332.56,0.36,0.57,2026-08-29,845,N,VIIRS,n,2.0NRT,295.44,D,332.56,2.65,1.2947271675944,37.12,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
11.99381,79.54753,350.08,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,310.35,D,350.08,8.02,2.199444334074532,39.73,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
11.99713,79.547,346.13,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,308.36,D,346.13,8.02,2.199444334074532,37.77,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
12.49513,76.73359,298.77,0.47,0.64,2026-08-29,2121,N,VIIRS,n,2.0NRT,284.16,N,298.77,0.38,0.3220834991691133,14.61,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
12.07999,76.99017,338.02,0.41,0.37,2026-08-30,828,N,VIIRS,n,2.0NRT,303.8,D,338.02,3.7,1.547562508716013,34.22,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
12.05555,79.07794,330.89,0.39,0.36,2026-08-31,809,N,VIIRS,l,2.0NRT,302.51,D,330.89,2.96,1.3762440252663892,28.38,0,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
12.19828,79.71751,331.74,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,293.89,D,331.74,2.89,1.358409157630355,37.85,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
12.17967,79.73842,344.66,0.37,0.58,2026-08-29,845,N,VIIRS,n,2.0NRT,295.14,D,344.66,7.67,2.1598687907924505,49.52,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
12.81456,78.60983,333.07,0.48,0.4,2026-08-30,828,N,VIIRS,n,2.0NRT,291.11,D,333.07,2.64,1.2919836816486494,41.96,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
13.39244,80.10186,316.57,0.41,0.37,2026-08-27,2019,N,VIIRS,n,2.0NRT,295.63,N,316.57,2.51,1.2556160374777743,20.94,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
13.40939,80.26858,339.14,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,301.29,D,339.14,2.09,1.128171090909654,37.85,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
12.58657,79.6415,349.15,0.38,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,307.62,D,349.15,4.02,1.6134299337036377,41.53,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
13.03323,77.87466,295.27,0.55,0.68,2026-08-29,2121,N,VIIRS,n,2.0NRT,280.63,N,295.27,0.36,0.3074846997479606,14.64,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
13.51015,78.18242,335.03,0.6,0.53,2026-08-29,848,N,VIIRS,n,2.0NRT,295.74,D,335.03,6.93,2.0706530356467567,39.29,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
13.9402,78.66064,331.18,0.5,0.41,2026-08-30,828,N,VIIRS,n,2.0NRT,299.53,D,331.18,2.81,1.3376291891386096,31.65,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
13.70962,79.61949,310.51,0.42,0.38,2026-08-27,2019,N,VIIRS,n,2.0NRT,292.96,N,310.51,1.84,1.0438040521731147,17.55,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
13.71205,79.61907,307.18,0.52,0.5,2026-08-28,1957,N,VIIRS,n,2.0NRT,290.35,N,307.18,2.67,1.3001916620664788,16.83,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
13.99587,79.86121,330.58,0.39,0.44,2026-08-30,828,N,VIIRS,n,2.0NRT,297.69,D,330.58,3.16,1.425515074273172,32.89,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
13.71089,79.62021,304.97,0.34,0.56,2026-08-30,2101,N,VIIRS,n,2.0NRT,281.19,N,304.97,1.05,0.7178397931503169,23.78,1,unknown,50000.0,2,Evening,Monsoon,8,Agricultural Burning
13.82483,79.2569,309.05,0.44,0.38,2026-08-27,2019,N,VIIRS,n,2.0NRT,292.0,N,309.05,1.07,0.7275486072772778,17.05,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
13.82755,79.33979,302.83,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.47,N,302.83,0.49,0.3987761199573678,24.36,1,unknown,50000.0,3,Evening,Monsoon,8,Industrial (Normal)
13.82812,79.33691,305.97,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,279.11,N,305.97,0.49,0.3987761199573678,26.86,1,unknown,50000.0,3,Evening,Monsoon,8,Industrial (Normal)
13.82816,79.33921,305.91,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.87,N,305.91,0.64,0.49469624183610705,27.04,1,unknown,50000.0,3,Evening,Monsoon,8,Industrial (Normal)
13.82868,79.33408,302.13,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.63,N,302.13,0.73,0.5481214085096876,23.5,1,unknown,50000.0,0,Evening,Monsoon,8,Anomaly/Unclassified
13.82871,79.33633,304.76,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.4,N,304.76,0.64,0.49469624183610705,26.36,1,unknown,50000.0,3,Evening,Monsoon,8,Industrial (Normal)
13.81923,79.34404,351.56,0.38,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,293.93,D,351.56,13.51,2.6748380668960965,57.63,1,unknown,50000.0,0,Morning,Monsoon,8,Wildfire Risk
14.29174,77.98407,337.34,0.46,0.39,2026-08-30,828,N,VIIRS,n,2.0NRT,294.69,D,337.34,3.76,1.5602476682433286,42.65,1,unknown,50000.0,0,Morning,Monsoon,8,Anomaly/Unclassified
14.3499,77.63499,335.71,0.45,0.39,2026-08-30,828,N,VIIRS,n,2.0NRT,300.01,D,335.71,3.47,1.4973884086254776,35.7,1,unknown,50000.0,0,Morning,Monsoon,8,Industrial (Normal)
